28.08551,-16.736612
28.455936,-16.257781
28.458925,-16.25521
30.548121,-9.713125
31.629811,-8.002751
31.640255,-8.001635
34.023454,-6.83554
34.027966,-6.83101
37.713649,-25.430611
37.739335,-25.670965
37.741561,-25.666206
37.741592,-25.665537
38.653617,-27.218063
38.706458,-9.138566
38.706687,-9.146505
38.720738,-9.135678
39.484414,2.851666
39.509325,2.536852
39.51282,2.466552
39.512905,2.466758
39.512932,2.466306
39.523413,2.538815
39.564038,2.660937
39.570317,2.640169
39.570773,2.640436
39.570889,2.640814
41.145861,-8.606786
41.14594,-8.606879
41.146103,-8.603339
41.146274,-8.603068
41.146962,-8.604051
41.148844,-8.625955
41.148854,-8.625671
41.152353,-8.586874
41.154839,-8.626767
41.155508,-8.627006
41.158688,-8.631381
41.158807,-8.630184
41.159311,-8.630721
41.37401,2.171714
41.379852,2.192344
41.381886,2.186317
41.382177,2.192078
41.382335,2.186485
41.382976,2.193528
41.383157,2.114552
41.383276,2.11862
41.38453,2.195392
41.390548,2.193439
41.391421,2.191878
41.392123,2.14614
41.392257,2.19059
41.392314,2.145925
41.392449,2.191278
41.400787,2.178783
41.401791,2.178698
41.424412,2.142128
41.430979,2.155376
41.432567,2.153786
41.433945,2.152966
41.438205,2.164958
41.438942,2.162541
41.441781,2.179733
41.442241,2.168636
41.442346,2.177374
41.442444,2.169272
41.442568,2.170248
41.445007,2.176759
41.447806,2.193073
41.448011,2.19304
41.448573,2.190174
41.44873,2.191213
41.448776,2.183802
41.448879,2.194477
41.448939,2.191194
41.449298,2.183389
41.44996,2.185606
41.450224,2.184314
41.451532,2.188486
41.454308,2.187583
41.703751,44.789967
45.484167,9.202893
45.484683,9.201878
45.485258,9.20236
47.552223,7.59098
47.552456,7.591025
47.552616,7.590639
47.552657,7.590398
47.552688,7.590537
47.554201,7.593478
47.555267,7.595357
47.555297,7.595312
47.564225,7.600645
47.565541,7.587443
47.566792,7.607319
47.566842,7.593631
47.567978,7.606314
50.079731,8.449164
50.109458,8.654897
50.11004,8.660196
50.110824,8.665242
50.111296,8.672724
50.111436,8.65561
50.111476,8.654875
50.11196,8.667882
50.112899,8.668553
50.113167,8.676797
50.113918,8.678715
50.115023,8.676249
50.115767,8.670246
50.116498,8.668829
50.116551,8.668707
50.116614,8.668321
50.116793,8.66733
50.116918,8.687268
50.117032,8.671942
50.117083,8.666114
50.11956,8.657236
50.119635,8.653425
50.119962,8.656286
50.120207,8.653052
50.125101,8.667596
50.127629,8.666897
50.128205,8.668776
50.77157,5.709256
50.804218,4.351538
50.806327,4.377667
50.812564,4.380854
50.813303,4.382501
50.821937,5.696055
50.827697,4.372083
50.834349,5.705704
50.835348,5.6538
50.836826,5.712618
50.837108,5.717036
50.837297,5.716682
50.837683,5.707696
50.8379,4.373464
50.838315,5.706596
50.838611,4.366097
50.838778,5.716058
50.838782,5.704903
50.838972,5.71201
50.839132,5.708847
50.839393,5.715936
50.839456,5.714798
50.839706,5.715357
50.840002,4.365503
50.840067,4.3931
50.84012,5.724073
50.841073,5.70228
50.841084,5.647099
50.84114,5.703296
50.841296,5.696504
50.84146,4.348159
50.841741,4.350387
50.841864,5.701803
50.84233,5.701132
50.842583,5.697148
50.842774,5.704101
50.842777,4.383584
50.843335,4.378534
50.843631,4.35763
50.844181,4.356163
50.844548,4.354118
50.844873,5.716215
50.84525,5.685208
50.845809,4.403861
50.845901,5.700225
50.846175,5.703019
50.846205,5.70158
50.846445,5.698502
50.846943,5.691627
50.847964,5.709912
50.848102,5.689892
50.850326,4.363208
50.851486,5.658928
50.851716,5.699592
50.85177,5.698209
50.855018,5.708846
50.855413,5.698694
50.856574,5.689205
50.856657,5.689697
50.857702,5.667094
50.85854,5.666939
50.858544,5.666932
50.859728,5.701108
50.860808,5.646942
50.864021,5.653017
50.86409,5.655706
50.865036,5.667989
50.909504,6.963628
50.9168,6.965913
50.9173293,6.9401675
50.91835,6.94578
50.91899,6.93639
50.92222,6.93519
50.924201,6.917697
50.924421,6.932988
50.928088,6.932048
50.929259,6.96311
50.932726,6.952481
50.934792,6.925228
50.935043,6.95096
50.935114,6.95037
50.938648,6.957045
50.939053,6.958575
50.939929,6.960172
50.940302,6.959324
50.940522,6.973651
50.940592,6.938418
50.940808,6.96103
50.940886,6.96866
50.940943,6.968844
50.941166,6.960681
50.942034,6.958644
50.942114,6.95875
50.94473,6.92856
50.944842,6.962738
50.944904,6.956091
50.945029,6.955175
50.945581,6.96326
50.947907,6.943815
50.94811,6.909684
50.948443,6.974279
50.949228,6.910298
50.95395,7.0165
50.9548565,7.0135931
50.957695,7.012063
50.960505,7.004476
50.965016,6.991672
50.96876,7.01168
51.031978,7.571192
51.032546,7.8692201
51.0328774,7.8696533
51.034558,6.990039
51.037334,6.990552
51.037705,6.98805
51.1449599,7.2245786
51.169232,7.085658
51.172961,7.083874
